2020-09-23 21:41:56 UTC,30.90,59.00,1093.00,105.00,501.00
2020-09-23 21:42:17 UTC,30.90,59.00,1110.00,108.00,504.00
2020-09-23 21:42:37 UTC,31.00,60.00,1128.00,110.00,505.00
2020-09-23 21:42:57 UTC,31.00,60.00,1128.00,110.00,503.00
2020-09-23 21:43:17 UTC,30.90,59.00,1140.00,112.00,504.00
2020-09-23 21:43:37 UTC,31.00,60.00,1140.00,112.00,505.00
2020-09-23 21:43:57 UTC,31.00,60.00,1128.00,110.00,505.00
2020-09-23 21:44:17 UTC,31.00,60.00,1128.00,110.00,507.00
2020-09-23 21:44:37 UTC,31.00,60.00,1128.00,110.00,506.00
2020-09-23 21:44:57 UTC,31.00,60.00,1140.00,112.00,506.00
2020-09-23 21:45:17 UTC,31.00,60.00,1140.00,112.00,501.00
2020-09-23 21:45:37 UTC,31.00,60.00,1093.00,105.00,500.00
2020-09-23 21:45:57 UTC,31.00,60.00,1110.00,108.00,503.00
2020-09-23 21:46:17 UTC,30.90,59.00,1093.00,105.00,507.00
2020-09-23 21:46:37 UTC,30.90,59.00,1081.00,103.00,515.00
2020-09-23 21:46:57 UTC,30.90,59.00,1068.00,101.00,517.00
2020-09-23 21:47:17 UTC,30.90,59.00,1053.00,99.00,516.00
2020-09-23 21:47:37 UTC,30.90,59.00,1019.00,94.00,517.00
2020-09-23 21:47:58 UTC,30.80,59.00,1004.00,92.00,517.00
2020-09-23 21:48:18 UTC,30.90,59.00,992.00,90.00,514.00
2020-09-23 21:48:38 UTC,30.90,59.00,992.00,90.00,509.00
2020-09-23 21:48:58 UTC,30.80,59.00,992.00,90.00,500.00
2020-09-23 21:49:18 UTC,30.80,59.00,977.00,87.00,494.00
2020-09-23 21:49:38 UTC,30.80,59.00,967.00,86.00,493.00
2020-09-23 21:49:58 UTC,30.80,59.00,954.00,84.00,494.00
2020-09-23 21:50:18 UTC,30.80,59.00,954.00,84.00,492.00
